Time FPS-0 FPS-1 FPS-2 FPS-3 FPS-4 FPS-5 FPS-6 FPS-7 FPS-8 FPS-9 FVS-0 FVS-1 FVS-2 FVS-3 FVS-4 FVS-5 FVS-6 FVS-7 FVS-8 FVS-9 FVT-0 FVT-1 FVT-2 FVT-3 FVT-4 FVT-5 FVT-6 FVT-7 FVT-8 FVT-9 FDS-0 FDS-1 FDS-2 FDS-3 FDS-4 FDS-5 FDS-6 FDS-7 FDS-8 FDS-9 SHD-0 SHD-1 SHD-2 SHD-3 SHD-4 SHD-5 SHD-6 SHD-7 SHD-8 SHD-9 SB-0 SB-1 SB-2 SB-3 SB-4 SB-5 SB-6 SB-7 SB-8 SB-9 PIN-0 PIN-1 PIN-2 PIN-3 PIN-4 PIN-5 PIN-6 PIN-7 PIN-8 PIN-9 WHB-0 WHB-1 WHB-2 WHB-3 WHB-4 WHB-5 WHB-6 WHB-7 WHB-8 WHB-9 WHT-0 WHT-1 WHT-2 WHT-3 WHT-4 WHT-5 WHT-6 WHT-7 WHT-8 WHT-9 CEP-0 CEP-1 BFS-0 BFF-0 BG-0 BMD-0 BML-0 BMS-0 ZL-0 BD-0 MA-0 SG-0 BC-0 ZG-0 PL-0 PS-0 ZM-0 ZS-0 PB-0 BB-0 BO-0 DL-0 DR-0 DC-0
8.000000e+01 2.609684e+02 6.112353e+03 1.318335e+04 1.910684e+04 2.210028e+04 2.371050e+04 2.148602e+04 2.129731e+04 1.381797e+04 8.901864e+03 1.751953e+02 4.837555e+04 1.932128e+04 4.580010e+03 8.722423e+02 1.811306e+02 5.922009e+01 2.166057e+01 8.403601e+00 3.351503e+00 2.177766e+03 4.850121e+03 4.047148e+03 1.595907e+03 4.593370e+02 1.601903e+02 4.362781e+01 1.689292e+01 1.023915e+01 1.495587e+00 7.310144e+03 1.918435e+04 1.996912e+04 1.239851e+04 6.920969e+03 4.280750e+03 2.545366e+03 1.308600e+03 6.945684e+02 4.283519e+02 3.654956e+03 3.801068e+03 2.844324e+03 1.904228e+03 1.244988e+03 7.520515e+02 4.300566e+02 2.403773e+02 9.429770e+01 7.357812e+01 3.049587e+01 2.921487e+01 1.490720e+01 6.931159e+00 3.211476e+00 1.526761e+00 7.730186e-01 4.228997e-01 2.828831e-01 2.074287e-01 5.855738e+01 1.394636e+02 1.666840e+02 1.589282e+02 1.407616e+02 1.167654e+02 9.726634e+01 8.025900e+01 6.318864e+01 5.749425e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633277e+02 3.261823e+02 2.331100e+02 1.633309e+02 1.166880e+02 6.999309e+01 4.659404e+01 4.659406e+01 2.329716e+01 2.329717e+01 3.933040e+04 3.819424e+04 2.446759e+04 2.446572e+05 2.521749e+03 3.299715e+05 2.447229e+03 1.957416e+04 1.023343e+06 1.031958e+06 2.446910e+06 2.445890e+03 1.246758e+06 3.796637e+06 5.082879e+06 5.195099e+07 6.936664e+05 4.713940e+07 2.363482e+07 2.109373e+06 2.077429e+06 1.103089e+07 4.187920e+07 7.058777e-09
8.100000e+01 2.628662e+02 6.134890e+03 1.321157e+04 1.913989e+04 2.213045e+04 2.373920e+04 2.151034e+04 2.132053e+04 1.383276e+04 8.911288e+03 1.752187e+02 4.838193e+04 1.932254e+04 4.580564e+03 8.725198e+02 1.812077e+02 5.924518e+01 2.166973e+01 8.407154e+00 3.352920e+00 2.178448e+03 4.851089e+03 4.046386e+03 1.595605e+03 4.592313e+02 1.601578e+02 4.361960e+01 1.689094e+01 1.023793e+01 1.495127e+00 7.315677e+03 1.919540e+04 1.997943e+04 1.240211e+04 6.923244e+03 4.282007e+03 2.546059e+03 1.308939e+03 6.947425e+02 4.284570e+02 3.655187e+03 3.800139e+03 2.843617e+03 1.903739e+03 1.244658e+03 7.518491e+02 4.299398e+02 2.403116e+02 9.427258e+01 7.355791e+01 3.049587e+01 2.921487e+01 1.490720e+01 6.931160e+00 3.211478e+00 1.526762e+00 7.730201e-01 4.229012e-01 2.828845e-01 2.074301e-01 5.856921e+01 1.394759e+02 1.666986e+02 1.589416e+02 1.407727e+02 1.167736e+02 9.727310e+01 8.026455e+01 6.319300e+01 5.749821e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633279e+02 3.261824e+02 2.331100e+02 1.633309e+02 1.166881e+02 6.999313e+01 4.659407e+01 4.659409e+01 2.329717e+01 2.329719e+01 3.932639e+04 3.817573e+04 2.446753e+04 2.446564e+05 2.522700e+03 3.299715e+05 2.447229e+03 1.957411e+04 1.023384e+06 1.031872e+06 2.446906e+06 2.445872e+03 1.246758e+06 3.797277e+06 5.082071e+06 5.183519e+07 6.930768e+05 4.718768e+07 2.364147e+07 2.110051e+06 2.077423e+06 1.103783e+07 4.188313e+07 7.058784e-09
8.200000e+01 2.648035e+02 6.157898e+03 1.324039e+04 1.917366e+04 2.216125e+04 2.376851e+04 2.153518e+04 2.134425e+04 1.384787e+04 8.920916e+03 1.752426e+02 4.838845e+04 1.932384e+04 4.581132e+03 8.728036e+02 1.812866e+02 5.927082e+01 2.167910e+01 8.410785e+00 3.354368e+00 2.179143e+03 4.852075e+03 4.045635e+03 1.595307e+03 4.591266e+02 1.601257e+02 4.361146e+01 1.688897e+01 1.023673e+01 1.494672e+00 7.321238e+03 1.920649e+04 1.998981e+04 1.240572e+04 6.925530e+03 4.283269e+03 2.546755e+03 1.309279e+03 6.949176e+02 4.285626e+02 3.655418e+03 3.799210e+03 2.842911e+03 1.903251e+03 1.244328e+03 7.516467e+02 4.298230e+02 2.402460e+02 9.424747e+01 7.353771e+01 3.049587e+01 2.921487e+01 1.490721e+01 6.931162e+00 3.211479e+00 1.526764e+00 7.730216e-01 4.229027e-01 2.828861e-01 2.074317e-01 5.858117e+01 1.394885e+02 1.667133e+02 1.589552e+02 1.407838e+02 1.167820e+02 9.727995e+01 8.027016e+01 6.319741e+01 5.750222e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633281e+02 3.261825e+02 2.331100e+02 1.633309e+02 1.166881e+02 6.999316e+01 4.659409e+01 4.659411e+01 2.329719e+01 2.329720e+01 3.932229e+04 3.815696e+04 2.446747e+04 2.446555e+05 2.523655e+03 3.299715e+05 2.447229e+03 1.957406e+04 1.023426e+06 1.031786e+06 2.446901e+06 2.445854e+03 1.246758e+06 3.797929e+06 5.081262e+06 5.171615e+07 6.924778e+05 4.723727e+07 2.364791e+07 2.110735e+06 2.077417e+06 1.104475e+07 4.188705e+07 7.058791e-09
8.300000e+01 2.667423e+02 6.180922e+03 1.326922e+04 1.920745e+04 2.219208e+04 2.379784e+04 2.156004e+04 2.136798e+04 1.386299e+04 8.930551e+03 1.752665e+02 4.839497e+04 1.932513e+04 4.581700e+03 8.730872e+02 1.813654e+02 5.929645e+01 2.168846e+01 8.414415e+00 3.355816e+00 2.179840e+03 4.853063e+03 4.044884e+03 1.595009e+03 4.590220e+02 1.600935e+02 4.360333e+01 1.688701e+01 1.023552e+01 1.494216e+00 7.326798e+03 1.921759e+04 2.000018e+04 1.240934e+04 6.927816e+03 4.284532e+03 2.547452e+03 1.309620e+03 6.950927e+02 4.286682e+02 3.655650e+03 3.798282e+03 2.842205e+03 1.902763e+03 1.243999e+03 7.514444e+02 4.297062e+02 2.401804e+02 9.422237e+01 7.351751e+01 3.049587e+01 2.921488e+01 1.490721e+01 6.931163e+00 3.211481e+00 1.526765e+00 7.730232e-01 4.229042e-01 2.828876e-01 2.074332e-01 5.859314e+01 1.395010e+02 1.667279e+02 1.589687e+02 1.407950e+02 1.167903e+02 9.728680e+01 8.027578e+01 6.320183e+01 5.750624e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633283e+02 3.261826e+02 2.331100e+02 1.633310e+02 1.166881e+02 6.999319e+01 4.659412e+01 4.659414e+01 2.329720e+01 2.329722e+01 3.931820e+04 3.813820e+04 2.446741e+04 2.446547e+05 2.524611e+03 3.299715e+05 2.447229e+03 1.957402e+04 1.023467e+06 1.031700e+06 2.446897e+06 2.445836e+03 1.246758e+06 3.798581e+06 5.080453e+06 5.159754e+07 6.918793e+05 4.728657e+07 2.365407e+07 2.111425e+06 2.077411e+06 1.105166e+07 4.189096e+07 7.058799e-09
8.400000e+01 2.686826e+02 6.203960e+03 1.329808e+04 1.924126e+04 2.222293e+04 2.382720e+04 2.158492e+04 2.139173e+04 1.387812e+04 8.940192e+03 1.752903e+02 4.840149e+04 1.932643e+04 4.582267e+03 8.733707e+02 1.814442e+02 5.932207e+01 2.169781e+01 8.418043e+00 3.357263e+00 2.180536e+03 4.854051e+03 4.044134e+03 1.594711e+03 4.589175e+02 1.600614e+02 4.359521e+01 1.688504e+01 1.023431e+01 1.493761e+00 7.332358e+03 1.922869e+04 2.001056e+04 1.241296e+04 6.930102e+03 4.285794e+03 2.548148e+03 1.309961e+03 6.952677e+02 4.287738e+02 3.655881e+03 3.797354e+03 2.841500e+03 1.902275e+03 1.243669e+03 7.512421e+02 4.295895e+02 2.401148e+02 9.419727e+01 7.349732e+01 3.049588e+01 2.921488e+01 1.490721e+01 6.931165e+00 3.211482e+00 1.526767e+00 7.730247e-01 4.229057e-01 2.828891e-01 2.074347e-01 5.860511e+01 1.395135e+02 1.667426e+02 1.589823e+02 1.408062e+02 1.167986e+02 9.729365e+01 8.028140e+01 6.320624e+01 5.751025e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633285e+02 3.261827e+02 2.331100e+02 1.633310e+02 1.166882e+02 6.999323e+01 4.659414e+01 4.659416e+01 2.329722e+01 2.329723e+01 3.931411e+04 3.811944e+04 2.446734e+04 2.446539e+05 2.525566e+03 3.299715e+05 2.447229e+03 1.957397e+04 1.023509e+06 1.031614e+06 2.446893e+06 2.445818e+03 1.246759e+06 3.799232e+06 5.079644e+06 5.147952e+07 6.912814e+05 4.733556e+07 2.365997e+07 2.112120e+06 2.077405e+06 1.105856e+07 4.189488e+07 7.058806e-09
8.500000e+01 2.706244e+02 6.227014e+03 1.332694e+04 1.927509e+04 2.225380e+04 2.385657e+04 2.160981e+04 2.141549e+04 1.389326e+04 8.949840e+03 1.753142e+02 4.840800e+04 1.932772e+04 4.582835e+03 8.736542e+02 1.815230e+02 5.934768e+01 2.170717e+01 8.421671e+00 3.358709e+00 2.181234e+03 4.855040e+03 4.043385e+03 1.594413e+03 4.588130e+02 1.600294e+02 4.358709e+01 1.688308e+01 1.023311e+01 1.493307e+00 7.337916e+03 1.923978e+04 2.002093e+04 1.241657e+04 6.932387e+03 4.287056e+03 2.548844e+03 1.310302e+03 6.954427e+02 4.288793e+02 3.656113e+03 3.796426e+03 2.840794e+03 1.901787e+03 1.243340e+03 7.510399e+02 4.294728e+02 2.400492e+02 9.417219e+01 7.347713e+01 3.049588e+01 2.921488e+01 1.490721e+01 6.931167e+00 3.211484e+00 1.526768e+00 7.730262e-01 4.229073e-01 2.828906e-01 2.074362e-01 5.861708e+01 1.395260e+02 1.667573e+02 1.589959e+02 1.408174e+02 1.168070e+02 9.730050e+01 8.028702e+01 6.321066e+01 5.751427e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633287e+02 3.261828e+02 2.331100e+02 1.633310e+02 1.166882e+02 6.999326e+01 4.659417e+01 4.659419e+01 2.329723e+01 2.329724e+01 3.931002e+04 3.810070e+04 2.446728e+04 2.446530e+05 2.526522e+03 3.299715e+05 2.447228e+03 1.957392e+04 1.023551e+06 1.031528e+06 2.446889e+06 2.445801e+03 1.246759e+06 3.799883e+06 5.078834e+06 5.136178e+07 6.906841e+05 4.738425e+07 2.366562e+07 2.112820e+06 2.077399e+06 1.106545e+07 4.189880e+07 7.058813e-09
8.600000e+01 2.725677e+02 6.250082e+03 1.335583e+04 1.930894e+04 2.228469e+04 2.388596e+04 2.163472e+04 2.143927e+04 1.390840e+04 8.959494e+03 1.753380e+02 4.841452e+04 1.932901e+04 4.583402e+03 8.739376e+02 1.816018e+02 5.937329e+01 2.171652e+01 8.425297e+00 3.360155e+00 2.181931e+03 4.856030e+03 4.042636e+03 1.594116e+03 4.587086e+02 1.599973e+02 4.357898e+01 1.688112e+01 1.023190e+01 1.492852e+00 7.343474e+03 1.925088e+04 2.003129e+04 1.242019e+04 6.934672e+03 4.288318e+03 2.549540e+03 1.310642e+03 6.956177e+02 4.289849e+02 3.656344e+03 3.795499e+03 2.840089e+03 1.901299e+03 1.243011e+03 7.508377e+02 4.293562e+02 2.399836e+02 9.414711e+01 7.345695e+01 3.049588e+01 2.921488e+01 1.490721e+01 6.931168e+00 3.211485e+00 1.526770e+00 7.730277e-01 4.229088e-01 2.828921e-01 2.074377e-01 5.862905e+01 1.395385e+02 1.667720e+02 1.590094e+02 1.408285e+02 1.168153e+02 9.730735e+01 8.029264e+01 6.321508e+01 5.751828e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633289e+02 3.261829e+02 2.331100e+02 1.633311e+02 1.166883e+02 6.999329e+01 4.659420e+01 4.659421e+01 2.329724e+01 2.329726e+01 3.930593e+04 3.808197e+04 2.446722e+04 2.446522e+05 2.527479e+03 3.299715e+05 2.447228e+03 1.957387e+04 1.023593e+06 1.031442e+06 2.446884e+06 2.445783e+03 1.246759e+06 3.800533e+06 5.078025e+06 5.124441e+07 6.900874e+05 4.743263e+07 2.367101e+07 2.113526e+06 2.077393e+06 1.107232e+07 4.190271e+07 7.058820e-09
8.700000e+01 2.745125e+02 6.273166e+03 1.338473e+04 1.934282e+04 2.231560e+04 2.391537e+04 2.165965e+04 2.146307e+04 1.392356e+04 8.969155e+03 1.753618e+02 4.842103e+04 1.933031e+04 4.583969e+03 8.742208e+02 1.816805e+02 5.939888e+01 2.172587e+01 8.428922e+00 3.361601e+00 2.182630e+03 4.857021e+03 4.041887e+03 1.593819e+03 4.586043e+02 1.599652e+02 4.357087e+01 1.687916e+01 1.023070e+01 1.492398e+00 7.349032e+03 1.926197e+04 2.004166e+04 1.242380e+04 6.936956e+03 4.289580e+03 2.550237e+03 1.310983e+03 6.957926e+02 4.290904e+02 3.656576e+03 3.794572e+03 2.839384e+03 1.900811e+03 1.242682e+03 7.506356e+02 4.292395e+02 2.399181e+02 9.412203e+01 7.343678e+01 3.049588e+01 2.921488e+01 1.490721e+01 6.931170e+00 3.211487e+00 1.526771e+00 7.730293e-01 4.229103e-01 2.828936e-01 2.074393e-01 5.864102e+01 1.395510e+02 1.667867e+02 1.590230e+02 1.408397e+02 1.168236e+02 9.731421e+01 8.029826e+01 6.321950e+01 5.752230e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633291e+02 3.261830e+02 2.331100e+02 1.633311e+02 1.166883e+02 6.999333e+01 4.659422e+01 4.659424e+01 2.329726e+01 2.329727e+01 3.930185e+04 3.806324e+04 2.446716e+04 2.446514e+05 2.528435e+03 3.299715e+05 2.447228e+03 1.957383e+04 1.023635e+06 1.031356e+06 2.446880e+06 2.445765e+03 1.246759e+06 3.801182e+06 5.077215e+06 5.112738e+07 6.894912e+05 4.748070e+07 2.367617e+07 2.114237e+06 2.077388e+06 1.107918e+07 4.190662e+07 7.058828e-09
8.800000e+01 2.764588e+02 6.296265e+03 1.341364e+04 1.937672e+04 2.234654e+04 2.394481e+04 2.168460e+04 2.148688e+04 1.393873e+04 8.978822e+03 1.753857e+02 4.842754e+04 1.933160e+04 4.584536e+03 8.745040e+02 1.817592e+02 5.942447e+01 2.173521e+01 8.432546e+00 3.363046e+00 2.183329e+03 4.858012e+03 4.041139e+03 1.593522e+03 4.585000e+02 1.599332e+02 4.356276e+01 1.687721e+01 1.022950e+01 1.491944e+00 7.354588e+03 1.927306e+04 2.005202e+04 1.242741e+04 6.939241e+03 4.290842e+03 2.550933e+03 1.311324e+03 6.959676e+02 4.291960e+02 3.656807e+03 3.793645e+03 2.838679e+03 1.900324e+03 1.242353e+03 7.504336e+02 4.291229e+02 2.398526e+02 9.409696e+01 7.341661e+01 3.049588e+01 2.921488e+01 1.490721e+01 6.931171e+00 3.211488e+00 1.526773e+00 7.730308e-01 4.229118e-01 2.828952e-01 2.074408e-01 5.865300e+01 1.395636e+02 1.668015e+02 1.590366e+02 1.408509e+02 1.168320e+02 9.732106e+01 8.030388e+01 6.322392e+01 5.752632e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633293e+02 3.261831e+02 2.331100e+02 1.633311e+02 1.166883e+02 6.999336e+01 4.659425e+01 4.659426e+01 2.329727e+01 2.329729e+01 3.929776e+04 3.804453e+04 2.446710e+04 2.446505e+05 2.529393e+03 3.299715e+05 2.447228e+03 1.957378e+04 1.023677e+06 1.031270e+06 2.446876e+06 2.445747e+03 1.246759e+06 3.801831e+06 5.076405e+06 5.101070e+07 6.888957e+05 4.752846e+07 2.368109e+07 2.114953e+06 2.077382e+06 1.108603e+07 4.191053e+07 7.058835e-09
8.900000e+01 2.784172e+02 6.319506e+03 1.344273e+04 1.941082e+04 2.237765e+04 2.397442e+04 2.170969e+04 2.151084e+04 1.395400e+04 8.988548e+03 1.754096e+02 4.843408e+04 1.933290e+04 4.585106e+03 8.747886e+02 1.818383e+02 5.945019e+01 2.174460e+01 8.436188e+00 3.364498e+00 2.184033e+03 4.859011e+03 4.040396e+03 1.593226e+03 4.583961e+02 1.599013e+02 4.355469e+01 1.687526e+01 1.022830e+01 1.491492e+00 7.360142e+03 1.928415e+04 2.006238e+04 1.243103e+04 6.941525e+03 4.292104e+03 2.551629e+03 1.311664e+03 6.961425e+02 4.293015e+02 3.657039e+03 3.792718e+03 2.837974e+03 1.899837e+03 1.242024e+03 7.502316e+02 4.290064e+02 2.397871e+02 9.407191e+01 7.339644e+01 3.049588e+01 2.921488e+01 1.490722e+01 6.931173e+00 3.211490e+00 1.526774e+00 7.730323e-01 4.229134e-01 2.828967e-01 2.074423e-01 5.866500e+01 1.395761e+02 1.668162e+02 1.590502e+02 1.408621e+02 1.168403e+02 9.732793e+01 8.030951e+01 6.322835e+01 5.753034e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633295e+02 3.261832e+02 2.331100e+02 1.633312e+02 1.166884e+02 6.999339e+01 4.659427e+01 4.659429e+01 2.329729e+01 2.329730e+01 3.929366e+04 3.802573e+04 2.446704e+04 2.446497e+05 2.530350e+03 3.299715e+05 2.447228e+03 1.957373e+04 1.023720e+06 1.031184e+06 2.446872e+06 2.445729e+03 1.246760e+06 3.802484e+06 5.075596e+06 5.089365e+07 6.882962e+05 4.757586e+07 2.368581e+07 2.115675e+06 2.077376e+06 1.109286e+07 4.191444e+07 7.058842e-09
9.000000e+01 2.803771e+02 6.342761e+03 1.347183e+04 1.944495e+04 2.240879e+04 2.400404e+04 2.173480e+04 2.153481e+04 1.396927e+04 8.998280e+03 1.754336e+02 4.844061e+04 1.933420e+04 4.585675e+03 8.750731e+02 1.819174e+02 5.947589e+01 2.175399e+01 8.439829e+00 3.365950e+00 2.184737e+03 4.860010e+03 4.039652e+03 1.592931e+03 4.582924e+02 1.598694e+02 4.354662e+01 1.687331e+01 1.022710e+01 1.491040e+00 7.365696e+03 1.929524e+04 2.007274e+04 1.243464e+04 6.943809e+03 4.293365e+03 2.552324e+03 1.312005e+03 6.963174e+02 4.294070e+02 3.657270e+03 3.791792e+03 2.837270e+03 1.899350e+03 1.241695e+03 7.500297e+02 4.288899e+02 2.397216e+02 9.404685e+01 7.337629e+01 3.049588e+01 2.921488e+01 1.490722e+01 6.931174e+00 3.211491e+00 1.526776e+00 7.730339e-01 4.229149e-01 2.828982e-01 2.074438e-01 5.867700e+01 1.395886e+02 1.668309e+02 1.590638e+02 1.408733e+02 1.168487e+02 9.733480e+01 8.031515e+01 6.323278e+01 5.753437e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633297e+02 3.261832e+02 2.331100e+02 1.633312e+02 1.166884e+02 6.999343e+01 4.659430e+01 4.659431e+01 2.329730e+01 2.329732e+01 3.928956e+04 3.800693e+04 2.446698e+04 2.446488e+05 2.531308e+03 3.299715e+05 2.447227e+03 1.957369e+04 1.023762e+06 1.031098e+06 2.446867e+06 2.445711e+03 1.246760e+06 3.803136e+06 5.074786e+06 5.077711e+07 6.876973e+05 4.762296e+07 2.369032e+07 2.116402e+06 2.077370e+06 1.109969e+07 4.191834e+07 7.058849e-09
9.100000e+01 2.823378e+02 6.366017e+03 1.350092e+04 1.947905e+04 2.243990e+04 2.403364e+04 2.175988e+04 2.155875e+04 1.398452e+04 9.007998e+03 1.754575e+02 4.844715e+04 1.933550e+04 4.586245e+03 8.753575e+02 1.819964e+02 5.950159e+01 2.176338e+01 8.443469e+00 3.367402e+00 2.185442e+03 4.861010e+03 4.038910e+03 1.592636e+03 4.581886e+02 1.598376e+02 4.353855e+01 1.687136e+01 1.022590e+01 1.490589e+00 7.371250e+03 1.930633e+04 2.008310e+04 1.243830e+04 6.946120e+03 4.294642e+03 2.553029e+03 1.312349e+03 6.964944e+02 4.295138e+02 3.657507e+03 3.790869e+03 2.836568e+03 1.898864e+03 1.241367e+03 7.498282e+02 4.287735e+02 2.396562e+02 9.402186e+01 7.335616e+01 3.049588e+01 2.921488e+01 1.490722e+01 6.931176e+00 3.211493e+00 1.526777e+00 7.730354e-01 4.229164e-01 2.828998e-01 2.074454e-01 5.868901e+01 1.396012e+02 1.668457e+02 1.590775e+02 1.408845e+02 1.168570e+02 9.734168e+01 8.032079e+01 6.323721e+01 5.753840e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633299e+02 3.261833e+02 2.331100e+02 1.633312e+02 1.166885e+02 6.999346e+01 4.659432e+01 4.659434e+01 2.329732e+01 2.329733e+01 9.573866e+04 3.798795e+04 2.446692e+04 2.446480e+05 2.532267e+03 3.299715e+05 2.447227e+03 1.957364e+04 1.023805e+06 1.031012e+06 2.446863e+06 2.445693e+03 1.246760e+06 3.803788e+06 5.073976e+06 5.066090e+07 6.870989e+05 4.766974e+07 2.369461e+07 2.117134e+06 2.077364e+06 1.110650e+07 4.192225e+07 7.058857e-09
9.200000e+01 2.842991e+02 6.389266e+03 1.352998e+04 1.951310e+04 2.247094e+04 2.406316e+04 2.178490e+04 2.158263e+04 1.399973e+04 9.017690e+03 1.754873e+02 4.845526e+04 1.933721e+04 4.586970e+03 8.757065e+02 1.820930e+02 5.953301e+01 2.177485e+01 8.447918e+00 3.369176e+00 2.186215e+03 4.862112e+03 4.038224e+03 1.592362e+03 4.580907e+02 1.598074e+02 4.353089e+01 1.686950e+01 1.022476e+01 1.490158e+00 7.376803e+03 1.931741e+04 2.009345e+04 1.244195e+04 6.948428e+03 4.295917e+03 2.553732e+03 1.312694e+03 6.966713e+02 4.296205e+02 3.657744e+03 3.789947e+03 2.835866e+03 1.898378e+03 1.241039e+03 7.496267e+02 4.286573e+02 2.395909e+02 9.399687e+01 7.333604e+01 3.049588e+01 2.921489e+01 1.490722e+01 6.931178e+00 3.211495e+00 1.526779e+00 7.730372e-01 4.229182e-01 2.829016e-01 2.074472e-01 5.870207e+01 1.396149e+02 1.668618e+02 1.590925e+02 1.408969e+02 1.168663e+02 9.734932e+01 8.032705e+01 6.324213e+01 5.754287e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633303e+02 3.261835e+02 2.331101e+02 1.633313e+02 1.166885e+02 6.999351e+01 4.659436e+01 4.659437e+01 2.329733e+01 2.329735e+01 9.572804e+04 3.796874e+04 2.446686e+04 2.446472e+05 2.533226e+03 3.299715e+05 2.447227e+03 1.957359e+04 1.023848e+06 1.030926e+06 2.446859e+06 2.445675e+03 1.246760e+06 3.804439e+06 5.073165e+06 5.054503e+07 6.865011e+05 4.771622e+07 2.369870e+07 2.117871e+06 2.077358e+06 1.111330e+07 4.192615e+07 7.058864e-09
9.300000e+01 2.862618e+02 6.412530e+03 1.355905e+04 1.954718e+04 2.250201e+04 2.409271e+04 2.180993e+04 2.160653e+04 1.401495e+04 9.027389e+03 1.755170e+02 4.846336e+04 1.933893e+04 4.587694e+03 8.760554e+02 1.821896e+02 5.956442e+01 2.178632e+01 8.452367e+00 3.370950e+00 2.186989e+03 4.863214e+03 4.037540e+03 1.592089e+03 4.579928e+02 1.597773e+02 4.352323e+01 1.686765e+01 1.022362e+01 1.489728e+00 7.382355e+03 1.932850e+04 2.010381e+04 1.244560e+04 6.950737e+03 4.297192e+03 2.554436e+03 1.313038e+03 6.968482e+02 4.297272e+02 3.657980e+03 3.789025e+03 2.835164e+03 1.897893e+03 1.240711e+03 7.494253e+02 4.285410e+02 2.395255e+02 9.397189e+01 7.331593e+01 3.049588e+01 2.921489e+01 1.490722e+01 6.931179e+00 3.211497e+00 1.526781e+00 7.730391e-01 4.229201e-01 2.829034e-01 2.074490e-01 5.871513e+01 1.396286e+02 1.668779e+02 1.591076e+02 1.409093e+02 1.168756e+02 9.735696e+01 8.033331e+01 6.324706e+01 5.754735e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 4.633308e+02 3.261837e+02 2.331101e+02 1.633314e+02 1.166886e+02 6.999355e+01 4.659439e+01 4.659441e+01 2.329735e+01 2.329737e+01 9.571743e+04 3.794955e+04 2.446680e+04 2.446463e+05 2.534185e+03 3.299715e+05 2.447227e+03 1.957354e+04 1.023890e+06 1.030840e+06 2.446854e+06 2.445657e+03 1.246761e+06 3.805089e+06 5.072355e+06 5.042954e+07 6.859038e+05 4.776239e+07 2.370259e+07 2.118613e+06 2.077353e+06 1.112008e+07 4.193005e+07 7.058871e-09
