Time FPS-0 FVS-0 FVT-0 FDS-0 SHD-0 SB-0 PIN-0 WHB-0 WHT-0
2.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
2.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
2.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
2.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
2.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
3.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
4.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
5.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
6.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
7.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.800000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
8.900000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.000000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.100000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.200000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.300000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.400000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.500000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.600000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.700000e+01 121.690937 4435540.284690 857.134080 2287.866454 1212.218693 0.020294 28.823982 0.000000 57.913600
9.800000e+01 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
9.900000e+01 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.000000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.010000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.020000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.030000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.040000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.050000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.060000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.070000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.080000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.090000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.100000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.110000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.120000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.130000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.140000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.150000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.160000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.170000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.180000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.190000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.200000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.210000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.220000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.230000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.240000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.250000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.260000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.270000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.280000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.290000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.300000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.310000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.320000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.330000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.340000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.350000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.360000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.370000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.380000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.390000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.400000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.410000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.420000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.430000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.440000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.450000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.460000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.470000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.480000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.490000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.500000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.510000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.520000e+02 121.690937 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.530000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.540000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.550000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.560000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.570000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.580000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.590000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.600000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.610000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.620000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.630000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.640000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.650000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.660000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.670000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.680000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.690000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.700000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.710000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.720000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.730000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.740000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.750000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.760000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.770000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.780000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.790000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.800000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.810000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.820000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.830000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.840000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.850000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.860000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.870000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.880000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.890000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.900000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.910000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.920000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.930000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.940000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.950000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.960000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.970000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.980000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
1.990000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.000000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.010000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.020000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.030000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.040000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.050000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.060000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.070000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.080000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.090000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.100000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.110000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.120000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.130000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.140000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.150000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.160000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.170000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.180000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.190000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.200000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.210000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.220000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.230000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.240000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.250000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.260000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.270000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.280000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.290000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 1212.218693 0.020294 28.823982 0.000000 57.913600
2.300000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.310000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.320000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.330000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.340000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.350000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.360000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.370000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
2.380000e+02 3123.612450 4435540.284690 857.134080 2392590.200183 2.577100 0.020294 28.823982 0.000000 57.913600
