Time Predator Cohort Stock Updated FPS FVS FVT FDS SHD SB PIN WHB WHT CEP BFS BFF BG BMD BML BMS ZL BD MA SG BC ZG PL PS ZM ZS PB BB BO DL DR DC
3.000000e+01 FVT 4 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 5 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 6 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 7 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 8 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 9 0 1 5.603905e-01 8.971807e-02 3.783790e-04 8.761272e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.931476e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FDS 0 0 0 1.081154e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.465012e-04 1.617341e-05 1.132107e-02 3.252618e-05 1.840484e-12 2.426090e-07 1.472305e-03 4.461958e-02 2.017867e-02 1.617355e-05 1.617210e-09 3.706017e-03 1.487637e-03 0.000000e+00 8.367427e-01 2.361014e-02 0.000000e+00 5.564986e-03 0.000000e+00 0.000000e+00 3.369181e-02 5.781933e-03 1.124233e-19
3.000000e+01 FDS 1 0 0 1.154376e-02 0.000000e+00 0.000000e+00 4.241678e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.546471e-04 1.554894e-05 1.088394e-02 3.127031e-05 1.769420e-12 2.332415e-07 1.415457e-03 4.498993e-02 1.939954e-02 1.554907e-05 1.554767e-09 3.562922e-03 1.498908e-03 0.000000e+00 8.322185e-01 2.380612e-02 0.000000e+00 5.612467e-03 0.000000e+00 0.000000e+00 3.397849e-02 5.831060e-03 1.133857e-19
3.000000e+01 FDS 2 0 0 1.152218e-02 0.000000e+00 0.000000e+00 4.266563e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.601267e-04 1.533096e-05 1.073136e-02 3.083189e-05 1.744615e-12 2.299718e-07 1.395614e-03 4.524235e-02 1.912759e-02 1.533109e-05 1.532971e-09 3.512974e-03 1.506858e-03 0.000000e+00 8.320511e-01 2.393969e-02 0.000000e+00 5.643777e-03 0.000000e+00 0.000000e+00 3.417382e-02 5.864254e-03 1.140346e-19
3.000000e+01 FDS 3 0 0 1.598744e-01 0.000000e+00 0.000000e+00 8.409619e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.594079e-01 1.327661e-04 7.080648e-02 1.424067e-04 1.220877e-11 4.093751e-05 9.766458e-03 8.534067e-02 1.104287e-02 8.851145e-04 8.850347e-08 2.426462e-02 9.840297e-03 0.000000e+00 0.000000e+00 1.744606e-02 0.000000e+00 3.296926e-02 0.000000e+00 0.000000e+00 1.997135e-01 3.422994e-02 6.658588e-19
3.000000e+01 FDS 4 0 0 1.602154e-01 0.000000e+00 0.000000e+00 8.427830e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599716e-01 1.305713e-04 6.963598e-02 1.400526e-04 1.200695e-11 4.026078e-05 9.605009e-03 8.552853e-02 1.086032e-02 8.704827e-04 8.704042e-08 2.386351e-02 9.862679e-03 0.000000e+00 0.000000e+00 1.748458e-02 0.000000e+00 3.304337e-02 0.000000e+00 0.000000e+00 2.001624e-01 3.430686e-02 6.673555e-19
3.000000e+01 FDS 5 0 0 1.601744e-01 0.000000e+00 0.000000e+00 8.425644e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599040e-01 1.308348e-04 6.977652e-02 1.403352e-04 1.203118e-11 4.034203e-05 9.624394e-03 8.550597e-02 1.088224e-02 8.722395e-04 8.721608e-08 2.391167e-02 9.859990e-03 0.000000e+00 0.000000e+00 1.747996e-02 0.000000e+00 3.303447e-02 0.000000e+00 0.000000e+00 2.001085e-01 3.429762e-02 6.671757e-19
3.000000e+01 FDS 6 0 0 1.601744e-01 0.000000e+00 0.000000e+00 8.425644e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599040e-01 1.308348e-04 6.977652e-02 1.403352e-04 1.203118e-11 4.034203e-05 9.624394e-03 8.550597e-02 1.088224e-02 8.722395e-04 8.721608e-08 2.391167e-02 9.859990e-03 0.000000e+00 0.000000e+00 1.747996e-02 0.000000e+00 3.303447e-02 0.000000e+00 0.000000e+00 2.001085e-01 3.429762e-02 6.671757e-19
3.000000e+01 FDS 7 0 0 1.601744e-01 0.000000e+00 0.000000e+00 8.425644e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599040e-01 1.308348e-04 6.977652e-02 1.403352e-04 1.203118e-11 4.034203e-05 9.624394e-03 8.550597e-02 1.088224e-02 8.722395e-04 8.721608e-08 2.391167e-02 9.859990e-03 0.000000e+00 0.000000e+00 1.747996e-02 0.000000e+00 3.303447e-02 0.000000e+00 0.000000e+00 2.001085e-01 3.429762e-02 6.671757e-19
3.000000e+01 FDS 8 0 0 1.601744e-01 0.000000e+00 0.000000e+00 8.425644e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599040e-01 1.308348e-04 6.977652e-02 1.403352e-04 1.203118e-11 4.034203e-05 9.624394e-03 8.550597e-02 1.088224e-02 8.722395e-04 8.721608e-08 2.391167e-02 9.859990e-03 0.000000e+00 0.000000e+00 1.747996e-02 0.000000e+00 3.303447e-02 0.000000e+00 0.000000e+00 2.001085e-01 3.429762e-02 6.671757e-19
3.000000e+01 FDS 9 0 0 1.601744e-01 0.000000e+00 0.000000e+00 8.425644e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.599040e-01 1.308348e-04 6.977652e-02 1.403352e-04 1.203118e-11 4.034203e-05 9.624394e-03 8.550597e-02 1.088224e-02 8.722395e-04 8.721608e-08 2.391167e-02 9.859990e-03 0.000000e+00 0.000000e+00 1.747996e-02 0.000000e+00 3.303447e-02 0.000000e+00 0.000000e+00 2.001085e-01 3.429762e-02 6.671757e-19
3.000000e+01 SHD 0 0 0 3.493523e-02 6.345264e-02 0.000000e+00 2.869413e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.050246e-01 4.334297e-02 1.625374e-01 1.089820e-01 4.097973e-05 5.418096e-04 1.126960e-03 0.000000e+00 2.733644e-02 0.000000e+00 0.000000e+00 6.573781e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 1 0 0 3.480119e-02 6.377540e-02 0.000000e+00 2.858054e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.043867e-01 4.351173e-02 1.631702e-01 1.094054e-01 4.089512e-05 5.439191e-04 1.131347e-03 0.000000e+00 2.744035e-02 0.000000e+00 0.000000e+00 6.598753e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 2 0 0 3.171097e-02 6.286475e-02 0.000000e+00 2.809439e-01 2.100664e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.017726e-01 4.450874e-02 1.669090e-01 1.119123e-01 4.056437e-05 5.563823e-04 1.157271e-03 0.000000e+00 2.805565e-02 0.000000e+00 0.000000e+00 6.746719e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 3 0 0 1.573517e-02 1.763860e-03 0.000000e+00 3.784369e-01 2.082318e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.993295e-01 4.632742e-02 1.737291e-01 1.164852e-01 4.101786e-05 5.791167e-04 1.204558e-03 0.000000e+00 2.918925e-02 0.000000e+00 0.000000e+00 3.509663e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 4 0 0 1.570183e-02 1.760133e-03 0.000000e+00 3.776344e-01 4.282273e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.989022e-01 4.622003e-02 1.733264e-01 1.162152e-01 4.093223e-05 5.777743e-04 1.201766e-03 0.000000e+00 2.912169e-02 0.000000e+00 0.000000e+00 3.501540e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 5 0 0 1.570183e-02 1.760133e-03 0.000000e+00 3.776344e-01 4.282273e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.989022e-01 4.622003e-02 1.733264e-01 1.162152e-01 4.093223e-05 5.777743e-04 1.201766e-03 0.000000e+00 2.912169e-02 0.000000e+00 0.000000e+00 3.501540e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 6 0 0 1.570183e-02 1.760133e-03 0.000000e+00 3.776344e-01 4.282273e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.989022e-01 4.622003e-02 1.733264e-01 1.162152e-01 4.093223e-05 5.777743e-04 1.201766e-03 0.000000e+00 2.912169e-02 0.000000e+00 0.000000e+00 3.501540e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 7 0 0 1.570183e-02 1.760133e-03 0.000000e+00 3.776344e-01 4.282273e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.989022e-01 4.622003e-02 1.733264e-01 1.162152e-01 4.093223e-05 5.777743e-04 1.201766e-03 0.000000e+00 2.912169e-02 0.000000e+00 0.000000e+00 3.501540e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 8 0 0 1.567697e-02 1.757353e-03 0.000000e+00 3.770361e-01 5.922693e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.985836e-01 4.613995e-02 1.730261e-01 1.160138e-01 4.086838e-05 5.767733e-04 1.199684e-03 0.000000e+00 2.907131e-02 0.000000e+00 0.000000e+00 3.495482e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 9 0 0 1.567697e-02 1.757353e-03 0.000000e+00 3.770361e-01 5.922693e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.985836e-01 4.613995e-02 1.730261e-01 1.160138e-01 4.086838e-05 5.767733e-04 1.199684e-03 0.000000e+00 2.907131e-02 0.000000e+00 0.000000e+00 3.495482e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
